APEX.IG.CHANGE_VIEW,Змінити перегляд,Y
APEX.IG.CHART,Діаграма,Y
APEX.IG.CHART_MAX_DATAPOINT_CNT,"Запит повертає більш ніж %0 точок даних, що перевищує максимальну дозволену для діаграми кількість. Будь ласка, уточніть умови відбору для того, щоби зменшити кількість рядків.",Y
APEX.IG.CHART_VIEW,Перегляд діаграми,Y
APEX.IG.CLEAR,Очистити,Y
APEX.IG.CLOSE_COLUMN,Кінцевий,Y
APEX.IG.COLORS,Кольори,Y
APEX.IG.COLOR_PREVIEW,Попередній перегляд,Y
APEX.IG.COLUMN,Стовпець,Y
APEX.IG.COLUMNS,Стовпці,Y
APEX.IG.COLUMN_HEADER_ACTIONS,Дії зі стовпцем,Y
APEX.IG.COLUMN_HEADER_ACTIONS_FOR,"Дії зі стовпцем ""%0""",Y
APEX.IG.COLUMN_TYPE,Призначення стовпця,Y
APEX.IG.COMPLEX,Складний,Y
APEX.IG.COMPUTE,Обчислення,Y
APEX.IG.CONTAINS,містить,Y
APEX.IG.CONTROL_BREAK,Розбивка на групи,Y
APEX.IG.COPY_CB,Копіювати до буфера обміну,Y
APEX.IG.COPY_DOWN,Копіювати вниз,Y
APEX.IG.COUNT,Кількість,Y
APEX.IG.COUNT_DISTINCT,Кількість унікальних,Y
APEX.IG.COUNT_DISTINCT_OVERALL,Загальна кількість унікальних,Y
APEX.IG.COUNT_OVERALL,Загальна кількість,Y
APEX.IG.CREATE_X,Створити %0,Y
APEX.IG.DATA,Дані,Y
APEX.IG.DATA_TYPE,Тип даних,Y
APEX.IG.DATE,Дата,Y
APEX.IG.DATE_INVALID_VALUE,Неприйнятна дата,Y
APEX.IG.DAYS,дн(-і/-ів),Y
APEX.IG.DEFAULT_SETTINGS,Налаштування за замовчуванням,Y
APEX.IG.DEFAULT_TYPE,Тип за замовчуванням,Y
APEX.IG.DELETE,Видалити,Y
APEX.IG.DELETE_REPORT_CONFIRM,"Ви впевнені, що хочете видалити цей звіт?",Y
APEX.IG.DELETE_ROW,Видалити рядок,Y
APEX.IG.DELETE_ROWS,Видалити рядки,Y
APEX.IG.DESCENDING,За спаданням,Y
APEX.IG.DETAIL,Плитка,Y
APEX.IG.DETAIL_VIEW,Перегляд плиток,Y
APEX.IG.DIRECTION,Напрямок сортування,Y
APEX.IG.DISABLED,Не групувати,Y
APEX.IG.DOES_NOT_CONTAIN,не містить,Y
APEX.IG.DOES_NOT_START_WITH,не починається з,Y
APEX.IG.DONUT,Кільцева,Y
APEX.IG.DOWNLOAD,Завантажити,Y
APEX.IG.DOWNLOAD_DATA_ONLY,Лише дані,Y
APEX.IG.DOWNLOAD_FORMAT,Виберіть формат завантаження звіту:,Y
APEX.IG.DOWNLOAD_FORMAT_NOT_ENABLED,Формат завантаження %0 не ввімкнуто.,Y
APEX.IG.DUPLICATE_AGGREGATION,Повтор підсумку,Y
APEX.IG.DUPLICATE_CONTROLBREAK,Повтор розбивки на групи,Y
APEX.IG.DUPLICATE_ROW,Дублювати рядок,Y
APEX.IG.DUPLICATE_ROWS,Дублювати рядки,Y
APEX.IG.EDIT,Редагувати,Y
APEX.IG.EDIT_CHART,Редагувати діаграму,Y
APEX.IG.EDIT_CONTROL,Редагувати %0,Y
APEX.IG.EDIT_GROUP_BY,Редагувати агрегований звіт,Y
APEX.IG.EDIT_MODE,%0 в режимі редагування,Y
APEX.IG.EDIT_MODE_DESCRIPTION,"Таблиця у режимі редагування, натисніть ще раз для переходу до режиму перегляду",Y
APEX.IG.EMAIL_BCC,Прихована копія,Y
APEX.IG.EMAIL_BODY,Повідомлення,Y
APEX.IG.EMAIL_CC,Копія,Y
APEX.IG.EMAIL_SENT,Електронна пошта відправлена.,Y
APEX.IG.EMAIL_SUBJECT,Тема,Y
APEX.IG.EMAIL_TO,Кому,Y
APEX.IG.ENABLED,Використається,Y
APEX.IG.EQUALS,дорівнює,Y
APEX.IG.EXPRESSION,Вираз,Y
APEX.IG.FD_TYPE,Тип,Y
APEX.IG.FILE_PREPARED,Файл підготовлено. Починається завантаження.,Y
APEX.IG.FILL,Заповнити,Y
APEX.IG.FILL_LABEL,Заповнити виділений фрагмент з,Y
APEX.IG.FILL_TITLE,Заповнити виділений фрагмент,Y
APEX.IG.FILTER,Умова відбору,Y
APEX.IG.FILTERS,Умови відбору,Y
APEX.IG.FILTER_WITH_DOTS,Умова відбору...,Y
APEX.IG.FIRST,Пусті спочатку,Y
APEX.IG.FLASHBACK,Ретроспективний запит,Y
APEX.IG.FORMAT,Вигляд,Y
APEX.IG.FORMATMASK,Формат,Y
APEX.IG.FORMAT_CSV,CSV,Y
APEX.IG.FORMAT_HTML,HTML,Y
APEX.IG.FORMAT_PDF,PDF,Y
APEX.IG.FORMAT_XLSX,Excel,Y
APEX.IG.FREEZE,Закріпити,Y
APEX.IG.FUNCTIONS_AND_OPERATORS,Функції та оператори,Y
APEX.IG.FUNNEL,Лійка,Y
APEX.IG.GO,Знайти,Y
APEX.IG.GREATER_THAN,більше ніж,Y
APEX.IG.GREATER_THAN_OR_EQUALS,більше ніж або дорівнює,Y
APEX.IG.GRID,Таблиця,Y
APEX.IG.GRID_VIEW,Перегляд таблиці,Y
APEX.IG.GROUP,Група,Y
APEX.IG.GROUP_BY,Агрегування,Y
APEX.IG.GROUP_BY_VIEW,Агреговані дані,Y
APEX.IG.HD_TYPE,Тип умови,Y
APEX.IG.HEADING,Заголовок,Y
APEX.IG.HEADING_ALIGN,Вирівнювання заголовку,Y
APEX.IG.HELP,Довідка,Y
APEX.IG.HELP.ACTIONS.EDITING,"<p>Інтерактивна таблиця надає змогу додавати, редагувати та вилучати дані.</p> <p>Для створення нового рядку натисніть на кнопку Додати рядок.</p> <p>Для редагування даних двічі натисніть на потрібну клітинку. Для переходу в режим редагування таблиці натисніть кнопку Редагувати. У цьому режимі для редагування потрібної клітинки можна використати клавіатуру або натиснути мишею.</p> <p>Меню Дії з позначеними рядками дає змогу дублювати та вилучати рядки. Щоб увімкнути меню Дії з позначеними рядками позначте прапорцем один або декілька рядків.</p> <p>Для того, щоби здублювати позначений рядок натисніть меню Дії з позначеними рядками та оберіть Дублювати рядки. Для того, щоби видалити позначений рядок натисніть меню Дії з позначеними рядками та оберіть Видалити рядки.</p>",Y
APEX.IG.HELP.ACTIONS.EDITING_HEADING,Можливості з редагування,Y
APEX.IG.HELP.ACTIONS.INTRO,"<p>Інтерактивна Таблиця являє собою набір даних у доступній для пошуку та налаштувань формі. Ви можете виконувати численні операції з обмеження рядків, що повертаються, а також змінювати спосіб представлення даних.</p> <p>Поле Пошук використовується для фільтрації рядків, що повертаються. Для доступу до численних налаштувань зовнішнього вигляду звіту натисніть кнопку Дії або на заголовок стовпця.</p> <p>Для збереження налаштувань використайте Налаштування звіту. Також дані звіту можна зберегти в зовнішній файл або надіслати їх будь-кому електронною поштою.</p> <p>За більш докладною інформацією звертайтеся до розділу ""Використання Інтерактивних Таблиць"" документу <em>Oracle APEX Підручник користувача</em>.",Y
APEX.IG.HELP.ACTIONS.INTRO_HEADING,Огляд,Y
APEX.IG.HELP.ACTIONS.REPORTING,"<p>Відображення даних Інтерактивної таблиці може бути змінено різними вбудованими засобами.</p> <p>За допомогою меню заголовка стовпця або меню Дії можна вказати які саме стовпці мають бути показані та в якої послідовності та чи потрібно закріпити стовпець. Також є можливість створити численні умови відбору та задати напрямок сортування даних.</p> <p>Кнопка Вигляд, що поруч із полем пошуку, використається для доступу до інших налаштованих розробником застосунку варіантів представлення даних. Також можна створити нову діаграму або переглянути наявні.</p> <p><em>Примітка: Натисніть кнопку <strong>Довідка</strong>, щоби дістати більш докладну інформацію про вибрану функцію.</em></p>",Y
APEX.IG.HELP.ACTIONS.REPORTING_HEADING,Можливості зі звітування,Y
APEX.IG.HELP.ACTIONS_TITLE,Довідка про Інтерактивну Таблицю,Y
APEX.IG.HELP.AGGREGATE,"<p>Скористайтесь цім діалогом для створення підсумків. Підсумок відображається знизу відповідного стовпця. А в разі якщо задана розбивка на групи, то наприкінці кожної групи.</p> <p><strong>Перелік підсумків</strong><br> Перелік підсумків містить усі створені підсумки. Зняття прапорця з підсумку призводить до його вимкнення.<br> Натисніть Додати ( &plus; ) для створення нового підсумку або Видалити ( &minus; ) для вилучення наявного.</p> <p><strong>Налаштування підсумку</strong><br> Форма праворуч використається для визначення підсумку.<br> Вкажіть назву та тип підсумку.<br> За бажанням, вкажіть підказку для підсумку.<br> Якщо у звіті використається розбивка на групи, то вибір прапорця <strong>Показувати загальні</strong> підсумки призводить до формування загальних підсумків для звіту загалом.</p> <p><em>Примітка: Доступ до діалогового вікна можна отримати через меню Дії або клацнувши на заголовку стовпчика та обравши Підсумки (&sum;)</em></p>",Y
APEX.IG.HELP.AGGREGATE_TITLE,Довідка про підсумки,Y
APEX.IG.HELP.CHART,"<p>Скористайтесь цім діалогом для визначення діаграми, яка буде додана до звіту у вигляди окремого перегляду даних.<br>
Вкажіть тип та задайте атрибути діаграми.</p>
<p><strong>Налаштування діаграми</strong><br>
Для створення діаграми потрібно вказати низку атрибутів, що змінюється залежно від вибраного типу.</p>
<p>
<ul>
  <li>Вкажіть стовпець, що містить дані для атрибуту:
    <ul>
      <li>Назва: дані для вісі категорій.</li>
      <li>Значення: дані для вісі значень.</li>
      <li>Ряди даних: дані, що будуть використатися як ряд даних.</li>
      <li>Початковий: дані для початкової вартості акції (для діаграм типу біржова).</li>
      <li>Кінцевий: дані для кінцевої вартості акції (для діаграм типу біржова).</li>
      <li>Найвищий: дані для найвищого значення або вартості акції (для діаграм типу біржова або водоспад).</li>
      <li>Найнижчий: дані для найнижчого значення або вартості акції (для діаграм типу біржова або водоспад).</li>
      <li>Обсяг: дані про обсяг акції (для діаграм типу біржова).</li>
      <li>Мета: дані, що будуть використатися на діаграмі як мета. (для діаграм типу лійка).</li>
      <li>X: дані для вісі X (для діаграм типу бульбашкова або точкова).</li>
      <li>Y: дані для вісі Y (для діаграм типу бульбашкова або точкова).</li>
      <li>Z: дані для ширини стовпця або радіусу бульбашки (для діаграм типу стовпчаста, водоспад або бульбашкова)</li>
    </ul>
  </li>
  <li>Напрямок виводу: як виводити елементи діаграми.</li>
  <li>Підсумок: функція для розрахунку підсумків.</li>
  <li>Накопичення: чи потрібно накопичувати значення.</li>
  <li>Сортувати за - атрибут за яким потрібно сортувати
    <ul>
      <li>Напрямок сортування - за зростанням чи спаданням.</li>
      <li>Пусти значення - місце розташування пустих значень.</li>
    </ul>
  </li>
  <li>Округляти до розряду: розряд до якого потрібно округляти значення.</li>
  <li>Підпис вісі значень</li>
  <li>Підпис вісі категорій</li>
</ul>
</p>",Y
APEX.IG.HELP.CHART_TITLE,Довідка про діаграми,Y
APEX.IG.HELP.COLUMNS,"<p>Скористайтесь цім діалогом щоби визначити які стовпці та в якої послідовності показувати.</p> <p>Для того щоби приховати стовпець зніміть прапорець.<br> Для того щоби змінити послідовність стовпців натисніть Вгору ( &uarr; ) або Вниз ( &darr; ).<br> Скористайтесь випадним списком для перегляду всіх стовпців, стовпців, що показуються або стовпців, що приховані.</p> <p>За бажанням, скористайтесь цім діалогом для встановлення мінімальної можливої ширини стовпця в пікселях.</p> <p><em>Примітка: Змінити послідовність стовпців також можна натиснувши на маркер перетягування (на початку заголовка стовпця) та потягнувши стовпець праворуч або ліворуч. Змінити ширину стовпця можна вибравши роздільну лінію між стовпців та потягнувши її праворуч або ліворуч.</em></p>",Y
APEX.IG.HELP.COLUMNS_TITLE,Довідка про стовпці,Y
APEX.IG.HELP.COMPUTE,"<p>Скористайтесь цім діалогом для визначення обчислень - додаткових стовпців на базі математичних операторів та функцій застосованих до вже визначених стовпців.</p> <p><strong>Перелік обчислень</strong><br> Перелік обчислень містить усі створені обчислення. Зняття прапорця з обчислення призводить до його вимкнення.<br> Натисніть Додати ( &plus; ) для створення нового обчислення або Видалити ( &minus; ) для вилучення наявного.</p> <p><strong>Налаштування обчислень</strong><br> Форма праворуч використається для визначення обчислень.<br> Вкажіть атрибути обчислення таки як заголовок, назва та вирівнювання даних.<br> Текстове поле Вираз призначене для вводу стовпців та функцій для обчислення.<br> Виберіть для нового стовпця тип даних та, за бажанням, маску формату.</p>",Y
